run_name,model_family,model_name,train_lang,test_lang,setting,input_variant,seed,n_train,n_test,n_params,accuracy,macro_precision,macro_recall,macro_f1,sarcasm_precision,sarcasm_recall,sarcasm_f1,train_time_s,best_val_macro_f1,num_heads,num_layers,pos_encoding,llm_model,provider,prompt_version,latency_s,latency_per_item_s
EN->EN__bigru__context_utterance__seed505,cnn_rnn,bigru,EN,EN,EN->EN,context_utterance,505,410,207,619650.0,0.5410628019323671,0.5411451522510742,0.5411221060492906,0.541019955654102,0.5445544554455446,0.5288461538461539,0.5365853658536586,0.5,0.7379557906669185,,,,,,,,
EN->EN__single_head_attn__context_utterance__seed505,scratch_transformer,single_head_attn,EN,EN,EN->EN,context_utterance,505,410,207,594690.0,0.6086956521739131,0.6136319471434124,0.6091766243465273,0.6050083629767486,0.6385542168674698,0.5096153846153846,0.5668449197860963,0.42,0.6711711711711712,,,,,,,,
EN->EN__multi_head_attn__context_utterance__seed505,scratch_transformer,multi_head_attn,EN,EN,EN->EN,context_utterance,505,410,207,611202.0,0.5700483091787439,0.5734065293431791,0.5705283793876027,0.5659968432707484,0.5903614457831325,0.47115384615384615,0.5240641711229946,0.6,0.6711711711711712,4.0,,,,,,,
EN->EN__tr_enc_L2_sin__context_utterance__seed505,scratch_transformer,tr_enc_L2_sin,EN,EN,EN->EN,context_utterance,505,410,207,810114.0,0.5942028985507246,0.5973957332308284,0.5946135175504108,0.5914473684210526,0.6162790697674418,0.5096153846153846,0.5578947368421052,2.11,0.6846948356807512,4.0,2.0,sinusoidal,,,,,
EN->EN__abl_heads1__context_utterance__seed505,scratch_transformer,abl_heads1,EN,EN,EN->EN,context_utterance,505,410,207,810114.0,0.5507246376811594,0.5890302066772655,0.5522778192681105,0.49988309562777644,0.6486486486486487,0.23076923076923078,0.3404255319148936,1.78,0.6593629539460337,1.0,2.0,sinusoidal,,,,,
EN->EN__abl_heads2__context_utterance__seed505,scratch_transformer,abl_heads2,EN,EN,EN->EN,context_utterance,505,410,207,810114.0,0.6183574879227053,0.6303925577591495,0.619072068707991,0.6101694915254237,0.6712328767123288,0.47115384615384615,0.5536723163841808,2.11,0.6552049877196298,2.0,2.0,sinusoidal,,,,,
EN->EN__abl_layers1__context_utterance__seed505,scratch_transformer,abl_layers1,EN,EN,EN->EN,context_utterance,505,410,207,677634.0,0.5942028985507246,0.6009242695289208,0.5948002240477969,0.5881962864721486,0.6282051282051282,0.47115384615384615,0.5384615384615384,1.2,0.7255639097744361,4.0,1.0,sinusoidal,,,,,
EN->EN__abl_layers4__context_utterance__seed505,scratch_transformer,abl_layers4,EN,EN,EN->EN,context_utterance,505,410,207,1075074.0,0.5845410628019324,0.6024393037104901,0.5835044809559373,0.5639329805996472,0.5608108108108109,0.7980769230769231,0.6587301587301587,2.0,0.5654761904761905,4.0,4.0,sinusoidal,,,,,
EN->EN__abl_pos_learn__context_utterance__seed505,scratch_transformer,abl_pos_learn,EN,EN,EN->EN,context_utterance,505,410,207,834690.0,0.6231884057971014,0.6348303190408453,0.6238797610156833,0.6156446391163588,0.6756756756756757,0.4807692307692308,0.5617977528089888,1.2,0.6105182926829269,4.0,2.0,learnable,,,,,
EN->EN__abl_pos_none__context_utterance__seed505,scratch_transformer,abl_pos_none,EN,EN,EN->EN,context_utterance,505,410,207,810114.0,0.5652173913043478,0.5717333875228612,0.5659073935772965,0.5565130451342601,0.5945945945945946,0.4230769230769231,0.4943820224719101,1.38,0.6681818181818182,4.0,2.0,none,,,,,
EN->EN__distilbert_multi__context_utterance__seed505,transformer,distilbert_multi,EN,EN,EN->EN,context_utterance,505,483,207,135326210.0,0.6328502415458938,0.632996632996633,0.6327483196415236,0.6326359050999439,0.6296296296296297,0.6538461538461539,0.6415094339622641,5.57,,,,,,,,,
EN->EN__mbert__context_utterance__seed505,transformer,mbert,EN,EN,EN->EN,context_utterance,505,483,207,177854978.0,0.6811594202898551,0.6915846456692913,0.6817120985810305,0.6771739130434782,0.7375,0.5673076923076923,0.6413043478260869,9.77,,,,,,,,,
EN->EN__xlmr_base__context_utterance__seed505,transformer,xlmr_base,EN,EN,EN->EN,context_utterance,505,483,207,278045186.0,0.6570048309178744,0.6750207125103562,0.6577669902912622,0.6486072922893007,0.7323943661971831,0.5,0.5942857142857143,10.45,,,,,,,,,
TL->TL__majority_floor__context_utterance__seed505,baseline,majority_floor,TL,TL,TL->TL,context_utterance,505,483,207,0.0,0.4830917874396135,0.24154589371980675,0.5,0.3257328990228013,0.4830917874396135,1.0,0.6514657980456026,,,,,,,,,,
EN->TL__tfidf_logreg__context_utterance__seed505,classical,tfidf_logreg,EN,TL,EN->TL,context_utterance,505,483,207,16475.0,0.5458937198067633,0.5451226362104475,0.5450467289719626,0.54503367003367,0.5306122448979592,0.52,0.5252525252525253,0.3079,,,,,,,,,
EN->TL__tfidf_svm__context_utterance__seed505,classical,tfidf_svm,EN,TL,EN->TL,context_utterance,505,483,207,16475.0,0.5362318840579711,0.5347826086956522,0.534392523364486,0.5337837837837838,0.5217391304347826,0.48,0.5,0.0681,,,,,,,,,
EN->TL__text_cnn__context_utterance__seed505,cnn_rnn,text_cnn,EN,TL,EN->TL,context_utterance,505,410,207,643778.0,0.5120772946859904,0.4240196078431372,0.49565420560747664,0.3473293166422127,0.3333333333333333,0.01,0.019417475728155338,0.87,0.7234848484848485,,,,,,,,
EN->TL__bigru__context_utterance__seed505,cnn_rnn,bigru,EN,TL,EN->TL,context_utterance,505,410,207,619650.0,0.5314009661835749,0.6196428571428572,0.5156542056074767,0.3887485159365582,0.7142857142857143,0.05,0.09345794392523364,0.51,0.7379557906669185,,,,,,,,
EN->TL__single_head_attn__context_utterance__seed505,scratch_transformer,single_head_attn,EN,TL,EN->TL,context_utterance,505,410,207,594690.0,0.5217391304347826,0.7597087378640777,0.505,0.3517540252427799,1.0,0.01,0.019801980198019802,0.42,0.6711711711711712,,,,,,,,
EN->TL__multi_head_attn__context_utterance__seed505,scratch_transformer,multi_head_attn,EN,TL,EN->TL,context_utterance,505,410,207,611202.0,0.5120772946859904,0.4797979797979798,0.4966355140186916,0.37112347721461875,0.4444444444444444,0.04,0.07339449541284404,0.6,0.6711711711711712,4.0,,,,,,,
EN->TL__tr_enc_L2_sin__context_utterance__seed505,scratch_transformer,tr_enc_L2_sin,EN,TL,EN->TL,context_utterance,505,410,207,810114.0,0.5120772946859904,0.45742574257425744,0.49598130841121496,0.3556171983356449,0.4,0.02,0.0380952380952381,2.1,0.6846948356807512,4.0,2.0,sinusoidal,,,,,
EN->TL__distilbert_multi__context_utterance__seed505,transformer,distilbert_multi,EN,TL,EN->TL,context_utterance,505,483,207,135326210.0,0.5652173913043478,0.5993589743589743,0.5738785046728971,0.5394086234177216,0.532051282051282,0.83,0.6484375,5.68,,,,,,,,,
EN->TL__mbert__context_utterance__seed505,transformer,mbert,EN,TL,EN->TL,context_utterance,505,483,207,177854978.0,0.5410628019323671,0.5462962962962963,0.5315420560747663,0.49583386745289065,0.5555555555555556,0.25,0.3448275862068966,9.84,,,,,,,,,
EN->TL__xlmr_base__context_utterance__seed505,transformer,xlmr_base,EN,TL,EN->TL,context_utterance,505,483,207,278045186.0,0.5265700483091788,0.5235467657342657,0.5201401869158878,0.505219512195122,0.515625,0.33,0.4024390243902439,10.45,,,,,,,,,
TL->TL__majority_floor__context_utterance__seed505,baseline,majority_floor,TL,TL,TL->TL,context_utterance,505,483,207,0.0,0.4830917874396135,0.24154589371980675,0.5,0.3257328990228013,0.4830917874396135,1.0,0.6514657980456026,,,,,,,,,,
TL->TL__tfidf_logreg__context_utterance__seed505,classical,tfidf_logreg,TL,TL,TL->TL,context_utterance,505,483,207,17105.0,0.6376811594202898,0.6551005893111157,0.6426635514018691,0.6318734735494274,0.5939849624060151,0.79,0.6781115879828327,0.2502,,,,,,,,,
TL->TL__tfidf_svm__context_utterance__seed505,classical,tfidf_svm,TL,TL,TL->TL,context_utterance,505,483,207,17105.0,0.6231884057971014,0.6347409018987342,0.6273364485981308,0.6192699490662139,0.5859375,0.75,0.6578947368421053,0.0659,,,,,,,,,
TL->TL__text_cnn__context_utterance__seed505,cnn_rnn,text_cnn,TL,TL,TL->TL,context_utterance,505,410,207,670146.0,0.5700483091787439,0.5937074829931973,0.5772429906542056,0.5533709908118984,0.5374149659863946,0.79,0.6396761133603239,0.89,0.7234848484848485,,,,,,,,
TL->TL__bigru__context_utterance__seed505,cnn_rnn,bigru,TL,TL,TL->TL,context_utterance,505,410,207,646018.0,0.6135265700483091,0.6694006716610694,0.6225700934579439,0.5885509838998211,0.5632911392405063,0.89,0.689922480620155,0.7,0.6230636833046471,,,,,,,,
TL->TL__single_head_attn__context_utterance__seed505,scratch_transformer,single_head_attn,TL,TL,TL->TL,context_utterance,505,410,207,621058.0,0.5555555555555556,0.5613097551496308,0.5589719626168225,0.5525375939849624,0.532258064516129,0.66,0.5892857142857143,0.62,0.6711711711711712,,,,,,,,
TL->TL__multi_head_attn__context_utterance__seed505,scratch_transformer,multi_head_attn,TL,TL,TL->TL,context_utterance,505,410,207,637570.0,0.5314009661835749,0.5352681145492985,0.5342990654205607,0.5292476496377746,0.512396694214876,0.62,0.5610859728506787,0.6,0.6985735735735736,4.0,,,,,,,
TL->TL__tr_enc_L2_sin__context_utterance__seed505,scratch_transformer,tr_enc_L2_sin,TL,TL,TL->TL,context_utterance,505,410,207,836482.0,0.5507246376811594,0.5522240990990991,0.5520093457943924,0.5505568136717017,0.5315315315315315,0.59,0.5592417061611374,0.99,0.5548780487804879,4.0,2.0,sinusoidal,,,,,
TL->TL__distilbert_multi__context_utterance__seed505,transformer,distilbert_multi,TL,TL,TL->TL,context_utterance,505,483,207,135326210.0,0.5942028985507246,0.6027336860670194,0.5979906542056075,0.5907550367162493,0.5634920634920635,0.71,0.6283185840707964,5.55,,,,,,,,,
TL->TL__mbert__context_utterance__seed505,transformer,mbert,TL,TL,TL->TL,context_utterance,505,483,207,177854978.0,0.5942028985507246,0.6069696969696969,0.5989719626168224,0.5881962864721486,0.5606060606060606,0.74,0.6379310344827587,10.08,,,,,,,,,
TL->TL__xlmr_base__context_utterance__seed505,transformer,xlmr_base,TL,TL,TL->TL,context_utterance,505,483,207,278045186.0,0.5120772946859904,0.5736631016042781,0.5257476635514019,0.42640401657109933,0.49732620320855614,0.93,0.6480836236933798,10.55,,,,,,,,,
TL->TL__tagalog_roberta__context_utterance__seed505,transformer,tagalog_roberta,TL,TL,TL->TL,context_utterance,505,483,207,109083650.0,0.6086956521739131,0.6119565217391304,0.6107009345794392,0.6081103190370457,0.5826086956521739,0.67,0.6232558139534884,9.7,,,,,,,,,
EN->EN__openai_openai_gpt-4o-mini__context_utterance__seed42,llm_reference,openai_openai_gpt-4o-mini,EN,EN,EN->EN,context_utterance,42,0,207,,0.6763285024154589,0.7175904718277599,0.6773711725168037,0.6610123921491946,0.6216216216216216,0.8932038834951457,0.7330677290836654,,,,,,openai_gpt-4o-mini,openai,v1_chatgpt_context_direct_label,,
TL->TL__openai_openai_gpt-4o-mini__context_utterance__seed42,llm_reference,openai_openai_gpt-4o-mini,TL,TL,TL->TL,context_utterance,42,0,207,,0.7391304347826086,0.7872020365656098,0.7319626168224299,0.7236451740506329,0.6778523489932886,0.9439252336448598,0.7890625,,,,,,openai_gpt-4o-mini,openai,v1_chatgpt_context_direct_label,,
