run_name,model_family,model_name,train_lang,test_lang,setting,input_variant,seed,n_train,n_test,n_params,accuracy,macro_precision,macro_recall,macro_f1,sarcasm_precision,sarcasm_recall,sarcasm_f1,train_time_s,best_val_macro_f1,num_heads,num_layers,pos_encoding,llm_model,provider,prompt_version,latency_s,latency_per_item_s
TL->TL__tfidf_logreg__context_utterance__seed202,classical,tfidf_logreg,TL,TL,TL->TL,context_utterance,202,483,207,16904.0,0.6086956521739131,0.6125521765056648,0.6057818045955539,0.6014025912278615,0.5968992248062015,0.7264150943396226,0.6553191489361702,0.2582,,,,,,,,,
TL->TL__tfidf_svm__context_utterance__seed202,classical,tfidf_svm,TL,TL,TL->TL,context_utterance,202,483,207,16904.0,0.5845410628019324,0.5843122394846533,0.5831309546048944,0.582347972972973,0.5862068965517241,0.6415094339622641,0.6126126126126126,0.0619,,,,,,,,,
TL->TL__text_cnn__context_utterance__seed202,cnn_rnn,text_cnn,TL,TL,TL->TL,context_utterance,202,410,207,651842.0,0.5845410628019324,0.6010765550239234,0.5789277040911638,0.5576923076923077,0.5657894736842105,0.8113207547169812,0.6666666666666666,0.51,0.6604651162790698,,,,,,,,
TL->TL__bigru__context_utterance__seed202,cnn_rnn,bigru,TL,TL,TL->TL,context_utterance,202,410,207,627714.0,0.5652173913043478,0.5749122807017544,0.5598262656454325,0.5394086234177216,0.5533333333333333,0.7830188679245284,0.6484375,0.8,0.6533713200379867,,,,,,,,
TL->TL__single_head_attn__context_utterance__seed202,scratch_transformer,single_head_attn,TL,TL,TL->TL,context_utterance,202,410,207,602754.0,0.5555555555555556,0.5548976885183782,0.5541285260601532,0.5532094594594594,0.5603448275862069,0.6132075471698113,0.5855855855855856,0.74,0.6298591549295774,,,,,,,,
TL->TL__multi_head_attn__context_utterance__seed202,scratch_transformer,multi_head_attn,TL,TL,TL->TL,context_utterance,202,410,207,619266.0,0.5555555555555556,0.5557422969187675,0.5557631234821595,0.5555451829723674,0.5686274509803921,0.5471698113207547,0.5576923076923077,0.87,0.6432330827067669,4.0,,,,,,,
TL->TL__tr_enc_L2_sin__context_utterance__seed202,scratch_transformer,tr_enc_L2_sin,TL,TL,TL->TL,context_utterance,202,410,207,818178.0,0.5652173913043478,0.5646616541353383,0.5642630300765925,0.5639861449166823,0.5714285714285714,0.6037735849056604,0.5871559633027523,0.95,0.5615615615615616,4.0,2.0,sinusoidal,,,,,
TL->TL__distilbert_multi__context_utterance__seed202,transformer,distilbert_multi,TL,TL,TL->TL,context_utterance,202,483,207,135326210.0,0.6231884057971014,0.6310059292578205,0.6196992340743508,0.6133620689655173,0.6044776119402985,0.7641509433962265,0.675,5.63,,,,,,,,,
TL->TL__mbert__context_utterance__seed202,transformer,mbert,TL,TL,TL->TL,context_utterance,202,483,207,177854978.0,0.6135265700483091,0.6156723668869024,0.6111993274799178,0.6086956521739131,0.6048387096774194,0.7075471698113207,0.6521739130434783,9.87,,,,,,,,,
TL->TL__xlmr_base__context_utterance__seed202,transformer,xlmr_base,TL,TL,TL->TL,context_utterance,202,483,207,278045186.0,0.5120772946859904,0.2560386473429952,0.5,0.33865814696485624,0.5120772946859904,1.0,0.6773162939297125,10.61,,,,,,,,,
TL->TL__tagalog_roberta__context_utterance__seed202,transformer,tagalog_roberta,TL,TL,TL->TL,context_utterance,202,483,207,109083650.0,0.5990338164251208,0.5986768018018018,0.5982159536708387,0.5980958618915062,0.6036036036036037,0.6320754716981132,0.6175115207373272,9.68,,,,,,,,,
EN->EN__majority_floor__context_utterance__seed303,baseline,majority_floor,EN,EN,EN->EN,context_utterance,303,483,207,0.0,0.4975845410628019,0.24879227053140096,0.5,0.33225806451612905,0.0,0.0,0.0,,,,,,,,,,
EN->EN__tfidf_logreg__context_utterance__seed303,classical,tfidf_logreg,EN,EN,EN->EN,context_utterance,303,483,207,16838.0,0.7004830917874396,0.7068037670574668,0.7008961911874534,0.6984492481203007,0.7441860465116279,0.6153846153846154,0.6736842105263158,0.2948,,,,,,,,,
EN->EN__tfidf_svm__context_utterance__seed303,classical,tfidf_svm,EN,EN,EN->EN,context_utterance,303,483,207,16838.0,0.6859903381642513,0.6890394088669951,0.6862864077669903,0.684931506849315,0.7142857142857143,0.625,0.6666666666666666,0.0723,,,,,,,,,
EN->EN__text_cnn__context_utterance__seed303,cnn_rnn,text_cnn,EN,EN,EN->EN,context_utterance,303,410,207,647490.0,0.5507246376811594,0.5550925925925926,0.5499906646751307,0.5397250448296473,0.5407407407407407,0.7019230769230769,0.6108786610878661,0.99,0.6681818181818182,,,,,,,,
EN->EN__bigru__context_utterance__seed303,cnn_rnn,bigru,EN,EN,EN->EN,context_utterance,303,410,207,623362.0,0.6135265700483091,0.6135344666542126,0.6134708737864077,0.6134453781512605,0.6132075471698113,0.625,0.6190476190476191,1.0,0.6405303030303031,,,,,,,,
EN->EN__single_head_attn__context_utterance__seed303,scratch_transformer,single_head_attn,EN,EN,EN->EN,context_utterance,303,410,207,598402.0,0.5555555555555556,0.5558856819468025,0.5553117998506347,0.554296948137053,0.5526315789473685,0.6057692307692307,0.5779816513761468,1.23,0.7123287671232876,,,,,,,,
EN->EN__multi_head_attn__context_utterance__seed303,scratch_transformer,multi_head_attn,EN,EN,EN->EN,context_utterance,303,410,207,614914.0,0.5603864734299517,0.560428758659427,0.5602595220313666,0.5600168173218415,0.5596330275229358,0.5865384615384616,0.5727699530516432,0.84,0.6437687687687688,4.0,,,,,,,
EN->EN__tr_enc_L2_sin__context_utterance__seed303,scratch_transformer,tr_enc_L2_sin,EN,EN,EN->EN,context_utterance,303,410,207,813826.0,0.5797101449275363,0.5881647549530762,0.5789301717699776,0.5680569879835944,0.5620437956204379,0.7403846153846154,0.6390041493775933,2.13,0.6000377857547705,4.0,2.0,sinusoidal,,,,,
EN->EN__abl_heads1__context_utterance__seed303,scratch_transformer,abl_heads1,EN,EN,EN->EN,context_utterance,303,410,207,813826.0,0.5362318840579711,0.538111888111888,0.5356142643764003,0.5282051282051282,0.5307692307692308,0.6634615384615384,0.5897435897435898,2.87,0.6276213867372,1.0,2.0,sinusoidal,,,,,
EN->EN__abl_heads2__context_utterance__seed303,scratch_transformer,abl_heads2,EN,EN,EN->EN,context_utterance,303,410,207,813826.0,0.5507246376811594,0.560374149659864,0.5497106049290515,0.5294649622369418,0.5374149659863946,0.7596153846153846,0.6294820717131474,2.53,0.6839826839826839,2.0,2.0,sinusoidal,,,,,
EN->EN__abl_layers1__context_utterance__seed303,scratch_transformer,abl_layers1,EN,EN,EN->EN,context_utterance,303,410,207,681346.0,0.6328502415458938,0.6531419284940412,0.6319548170276326,0.6193379790940767,0.5985915492957746,0.8173076923076923,0.6910569105691057,1.23,0.6160140268848626,4.0,1.0,sinusoidal,,,,,
EN->EN__abl_layers4__context_utterance__seed303,scratch_transformer,abl_layers4,EN,EN,EN->EN,context_utterance,303,410,207,1078786.0,0.5217391304347826,0.5217513069454818,0.5217513069454818,0.5217391304347826,0.5242718446601942,0.5192307692307693,0.5217391304347826,2.02,0.4519519519519519,4.0,4.0,sinusoidal,,,,,
EN->EN__abl_pos_learn__context_utterance__seed303,scratch_transformer,abl_pos_learn,EN,EN,EN->EN,context_utterance,303,410,207,838402.0,0.6376811594202898,0.6413127042091101,0.6372759522031366,0.6349206349206349,0.6198347107438017,0.7211538461538461,0.6666666666666666,3.06,0.6128787878787879,4.0,2.0,learnable,,,,,
EN->EN__abl_pos_none__context_utterance__seed303,scratch_transformer,abl_pos_none,EN,EN,EN->EN,context_utterance,303,410,207,813826.0,0.5845410628019324,0.5845320381094713,0.5844846900672143,0.5844537815126051,0.5849056603773585,0.5961538461538461,0.5904761904761905,2.78,0.6572769953051643,4.0,2.0,none,,,,,
EN->EN__distilbert_multi__context_utterance__seed303,transformer,distilbert_multi,EN,EN,EN->EN,context_utterance,303,483,207,135326210.0,0.642512077294686,0.6452991452991452,0.6428304705003733,0.6410965323336457,0.6666666666666666,0.5769230769230769,0.6185567010309279,5.62,,,,,,,,,
EN->EN__mbert__context_utterance__seed303,transformer,mbert,EN,EN,EN->EN,context_utterance,303,483,207,177854978.0,0.6038647342995169,0.6124447569304942,0.6045089619118745,0.597008547008547,0.6447368421052632,0.47115384615384615,0.5444444444444444,9.95,,,,,,,,,
EN->EN__xlmr_base__context_utterance__seed303,transformer,xlmr_base,EN,EN,EN->EN,context_utterance,303,483,207,278045186.0,0.6666666666666666,0.6678591602334777,0.6664488424197161,0.6658869213314931,0.6548672566371682,0.7115384615384616,0.6820276497695853,10.42,,,,,,,,,
TL->TL__majority_floor__context_utterance__seed303,baseline,majority_floor,TL,TL,TL->TL,context_utterance,303,483,207,0.0,0.4927536231884058,0.2463768115942029,0.5,0.3300970873786408,0.4927536231884058,1.0,0.6601941747572816,,,,,,,,,,
EN->TL__tfidf_logreg__context_utterance__seed303,classical,tfidf_logreg,EN,TL,EN->TL,context_utterance,303,483,207,16838.0,0.5217391304347826,0.5293659621802003,0.5246498599439776,0.5031879560716623,0.5103448275862069,0.7254901960784313,0.5991902834008097,0.3964,,,,,,,,,
EN->TL__tfidf_svm__context_utterance__seed303,classical,tfidf_svm,EN,TL,EN->TL,context_utterance,303,483,207,16838.0,0.5217391304347826,0.5259093680146312,0.5238095238095237,0.5128253892784975,0.5112781954887218,0.6666666666666666,0.5787234042553191,0.0729,,,,,,,,,
EN->TL__text_cnn__context_utterance__seed303,cnn_rnn,text_cnn,EN,TL,EN->TL,context_utterance,303,410,207,647490.0,0.4492753623188406,0.4492953723100362,0.45028011204481794,0.4470946579194002,0.4491525423728814,0.5196078431372549,0.4818181818181818,1.01,0.6681818181818182,,,,,,,,
EN->TL__bigru__context_utterance__seed303,cnn_rnn,bigru,EN,TL,EN->TL,context_utterance,303,410,207,623362.0,0.5169082125603864,0.5316844919786097,0.5110644257703081,0.4189310577139007,0.55,0.10784313725490197,0.18032786885245902,0.99,0.6405303030303031,,,,,,,,
EN->TL__single_head_attn__context_utterance__seed303,scratch_transformer,single_head_attn,EN,TL,EN->TL,context_utterance,303,410,207,598402.0,0.47342995169082125,0.45677966101694917,0.4785714285714286,0.4009557945041816,0.480225988700565,0.8333333333333334,0.6093189964157706,1.24,0.7123287671232876,,,,,,,,
EN->TL__multi_head_attn__context_utterance__seed303,scratch_transformer,multi_head_attn,EN,TL,EN->TL,context_utterance,303,410,207,614914.0,0.5024154589371981,0.49274725274725273,0.4969187675070028,0.41504568026557653,0.48,0.11764705882352941,0.1889763779527559,0.83,0.6437687687687688,4.0,,,,,,,
EN->TL__tr_enc_L2_sin__context_utterance__seed303,scratch_transformer,tr_enc_L2_sin,EN,TL,EN->TL,context_utterance,303,410,207,813826.0,0.4975845410628019,0.49305716269382094,0.4943977591036415,0.47027559055118107,0.4827586206896552,0.27450980392156865,0.35,2.11,0.6000377857547705,4.0,2.0,sinusoidal,,,,,
EN->TL__distilbert_multi__context_utterance__seed303,transformer,distilbert_multi,EN,TL,EN->TL,context_utterance,303,483,207,135326210.0,0.5410628019323671,0.5439895470383276,0.5424369747899159,0.5375661375661376,0.5284552845528455,0.6372549019607843,0.5777777777777777,5.7,,,,,,,,,
EN->TL__mbert__context_utterance__seed303,transformer,mbert,EN,TL,EN->TL,context_utterance,303,483,207,177854978.0,0.4782608695652174,0.4713177447552448,0.47549019607843135,0.45695685969685196,0.453125,0.28431372549019607,0.3493975903614458,9.91,,,,,,,,,
EN->TL__xlmr_base__context_utterance__seed303,transformer,xlmr_base,EN,TL,EN->TL,context_utterance,303,483,207,278045186.0,0.5507246376811594,0.5603046974185357,0.5532212885154062,0.5382678147410836,0.5323741007194245,0.7254901960784313,0.6141078838174274,10.49,,,,,,,,,
TL->TL__majority_floor__context_utterance__seed303,baseline,majority_floor,TL,TL,TL->TL,context_utterance,303,483,207,0.0,0.4927536231884058,0.2463768115942029,0.5,0.3300970873786408,0.4927536231884058,1.0,0.6601941747572816,,,,,,,,,,
TL->TL__tfidf_logreg__context_utterance__seed303,classical,tfidf_logreg,TL,TL,TL->TL,context_utterance,303,483,207,17505.0,0.5845410628019324,0.5978260869565217,0.5869747899159664,0.5737068965517242,0.5579710144927537,0.7549019607843137,0.6416666666666667,0.232,,,,,,,,,
TL->TL__tfidf_svm__context_utterance__seed303,classical,tfidf_svm,TL,TL,TL->TL,context_utterance,303,483,207,17505.0,0.5845410628019324,0.5978260869565217,0.5869747899159664,0.5737068965517242,0.5579710144927537,0.7549019607843137,0.6416666666666667,0.0716,,,,,,,,,
TL->TL__text_cnn__context_utterance__seed303,cnn_rnn,text_cnn,TL,TL,TL->TL,context_utterance,303,410,207,673858.0,0.5893719806763285,0.5918803418803419,0.5903361344537815,0.5879873551106427,0.5726495726495726,0.6568627450980392,0.6118721461187214,0.71,0.5448705837899113,,,,,,,,
TL->TL__bigru__context_utterance__seed303,cnn_rnn,bigru,TL,TL,TL->TL,context_utterance,303,410,207,649730.0,0.5410628019323671,0.5701298701298702,0.5453781512605043,0.49896812657647327,0.5212121212121212,0.8431372549019608,0.6441947565543071,0.52,0.54375,,,,,,,,
TL->TL__single_head_attn__context_utterance__seed303,scratch_transformer,single_head_attn,TL,TL,TL->TL,context_utterance,303,410,207,624770.0,0.5555555555555556,0.5736842105263158,0.5588235294117647,0.5335097001763668,0.5333333333333333,0.7843137254901961,0.6349206349206349,0.53,0.5137147335423198,,,,,,,,
TL->TL__multi_head_attn__context_utterance__seed303,scratch_transformer,multi_head_attn,TL,TL,TL->TL,context_utterance,303,410,207,641282.0,0.5555555555555556,0.5676056338028168,0.5582633053221289,0.5408871745419479,0.5352112676056338,0.7450980392156863,0.6229508196721312,0.73,0.5794930875576036,4.0,,,,,,,
TL->TL__tr_enc_L2_sin__context_utterance__seed303,scratch_transformer,tr_enc_L2_sin,TL,TL,TL->TL,context_utterance,303,410,207,840194.0,0.6328502415458938,0.6357048124289504,0.6337535014005602,0.6318105223740873,0.6120689655172413,0.696078431372549,0.6513761467889908,1.85,0.588963963963964,4.0,2.0,sinusoidal,,,,,
TL->TL__distilbert_multi__context_utterance__seed303,transformer,distilbert_multi,TL,TL,TL->TL,context_utterance,303,483,207,135326210.0,0.6183574879227053,0.6182659932659933,0.6180672268907563,0.6180365776750052,0.6161616161616161,0.5980392156862745,0.6069651741293532,5.66,,,,,,,,,
TL->TL__mbert__context_utterance__seed303,transformer,mbert,TL,TL,TL->TL,context_utterance,303,483,207,177854978.0,0.5700483091787439,0.5733711320392082,0.5712885154061624,0.5674641372995562,0.5537190082644629,0.6568627450980392,0.600896860986547,9.97,,,,,,,,,
TL->TL__xlmr_base__context_utterance__seed303,transformer,xlmr_base,TL,TL,TL->TL,context_utterance,303,483,207,278045186.0,0.6038647342995169,0.6447963800904977,0.6075630252100841,0.5782647584973166,0.5641025641025641,0.8627450980392157,0.6821705426356589,10.54,,,,,,,,,
TL->TL__tagalog_roberta__context_utterance__seed303,transformer,tagalog_roberta,TL,TL,TL->TL,context_utterance,303,483,207,109083650.0,0.6376811594202898,0.6380841121495326,0.6379551820728291,0.6376473334111332,0.6261682242990654,0.6568627450980392,0.6411483253588517,9.6,,,,,,,,,
EN->EN__majority_floor__context_utterance__seed404,baseline,majority_floor,EN,EN,EN->EN,context_utterance,404,483,207,0.0,0.4975845410628019,0.24879227053140096,0.5,0.33225806451612905,0.0,0.0,0.0,,,,,,,,,,
EN->EN__tfidf_logreg__context_utterance__seed404,classical,tfidf_logreg,EN,EN,EN->EN,context_utterance,404,483,207,16775.0,0.6666666666666666,0.6714080459770115,0.6670556385362211,0.6646632075693188,0.7011494252873564,0.5865384615384616,0.6387434554973822,0.3289,,,,,,,,,
EN->EN__tfidf_svm__context_utterance__seed404,classical,tfidf_svm,EN,EN,EN->EN,context_utterance,404,483,207,16775.0,0.6280193236714976,0.6290883458646617,0.6282206870799104,0.6274628958747224,0.6421052631578947,0.5865384615384616,0.6130653266331658,0.069,,,,,,,,,
EN->EN__text_cnn__context_utterance__seed404,cnn_rnn,text_cnn,EN,EN,EN->EN,context_utterance,404,410,207,648130.0,0.6086956521739131,0.6146384479717812,0.6092233009708738,0.6042251858845745,0.6419753086419753,0.5,0.5621621621621622,0.8,0.6985735735735736,,,,,,,,
EN->EN__bigru__context_utterance__seed404,cnn_rnn,bigru,EN,EN,EN->EN,context_utterance,404,410,207,624002.0,0.6231884057971014,0.6405522640710961,0.624019790888723,0.6120987891601,0.6911764705882353,0.4519230769230769,0.5465116279069767,0.69,0.648023143683703,,,,,,,,
EN->EN__single_head_attn__context_utterance__seed404,scratch_transformer,single_head_attn,EN,EN,EN->EN,context_utterance,404,410,207,599042.0,0.5990338164251208,0.6003112620260329,0.5992811799850635,0.5980958618915062,0.6129032258064516,0.5480769230769231,0.5786802030456852,0.71,0.6565029173724826,,,,,,,,
EN->EN__multi_head_attn__context_utterance__seed404,scratch_transformer,multi_head_attn,EN,EN,EN->EN,context_utterance,404,410,207,615554.0,0.5507246376811594,0.554945054945055,0.55134428678118,0.5435231072012899,0.5714285714285714,0.4230769230769231,0.4861878453038674,0.71,0.6711711711711712,4.0,,,,,,,
EN->EN__tr_enc_L2_sin__context_utterance__seed404,scratch_transformer,tr_enc_L2_sin,EN,EN,EN->EN,context_utterance,404,410,207,814466.0,0.5700483091787439,0.5701475807958154,0.5701082897684839,0.5700081689812113,0.5742574257425742,0.5576923076923077,0.5658536585365853,1.86,0.642156862745098,4.0,2.0,sinusoidal,,,,,
EN->EN__abl_heads1__context_utterance__seed404,scratch_transformer,abl_heads1,EN,EN,EN->EN,context_utterance,404,410,207,814466.0,0.6135265700483091,0.6165011459129106,0.6138909634055265,0.6114864864864865,0.6363636363636364,0.5384615384615384,0.5833333333333334,1.81,0.6533713200379867,1.0,2.0,sinusoidal,,,,,
EN->EN__abl_heads2__context_utterance__seed404,scratch_transformer,abl_heads2,EN,EN,EN->EN,context_utterance,404,410,207,814466.0,0.5845410628019324,0.5863505747126436,0.5841579536967887,0.5817199248120302,0.575,0.6634615384615384,0.6160714285714286,2.53,0.6256410256410256,2.0,2.0,sinusoidal,,,,,
EN->EN__abl_layers1__context_utterance__seed404,scratch_transformer,abl_layers1,EN,EN,EN->EN,context_utterance,404,410,207,681986.0,0.5942028985507246,0.5999015748031495,0.5947535474234503,0.5891304347826087,0.625,0.4807692307692308,0.5434782608695652,2.27,0.7496189024390244,4.0,1.0,sinusoidal,,,,,
EN->EN__abl_layers4__context_utterance__seed404,scratch_transformer,abl_layers4,EN,EN,EN->EN,context_utterance,404,410,207,1079426.0,0.6376811594202898,0.6400151572565366,0.6379761015683345,0.6364594309799789,0.6593406593406593,0.5769230769230769,0.6153846153846154,4.79,0.6437687687687688,4.0,4.0,sinusoidal,,,,,
EN->EN__abl_pos_learn__context_utterance__seed404,scratch_transformer,abl_pos_learn,EN,EN,EN->EN,context_utterance,404,410,207,839042.0,0.5603864734299517,0.5619405827461436,0.560726288274832,0.558366351722036,0.5730337078651685,0.49038461538461536,0.5284974093264249,2.77,0.5794930875576036,4.0,2.0,learnable,,,,,
EN->EN__abl_pos_none__context_utterance__seed404,scratch_transformer,abl_pos_none,EN,EN,EN->EN,context_utterance,404,410,207,814466.0,0.5797101449275363,0.5869696969696969,0.5803771471247199,0.5718768572447404,0.6133333333333333,0.4423076923076923,0.5139664804469274,2.06,0.6916282642089093,4.0,2.0,none,,,,,
EN->EN__distilbert_multi__context_utterance__seed404,transformer,distilbert_multi,EN,EN,EN->EN,context_utterance,404,483,207,135326210.0,0.6521739130434783,0.6551282051282051,0.6524925317401046,0.6507966260543581,0.6777777777777778,0.5865384615384616,0.6288659793814433,5.61,,,,,,,,,
EN->EN__mbert__context_utterance__seed404,transformer,mbert,EN,EN,EN->EN,context_utterance,404,483,207,177854978.0,0.6473429951690821,0.6621345328153752,0.6480582524271845,0.6397768719158978,0.7123287671232876,0.5,0.5875706214689266,9.89,,,,,,,,,
EN->EN__xlmr_base__context_utterance__seed404,transformer,xlmr_base,EN,EN,EN->EN,context_utterance,404,483,207,278045186.0,0.5024154589371981,0.25120772946859904,0.5,0.33440514469453375,0.5024154589371981,1.0,0.6688102893890675,10.5,,,,,,,,,
TL->TL__majority_floor__context_utterance__seed404,baseline,majority_floor,TL,TL,TL->TL,context_utterance,404,483,207,0.0,0.5024154589371981,0.25120772946859904,0.5,0.33440514469453375,0.5024154589371981,1.0,0.6688102893890675,,,,,,,,,,
EN->TL__tfidf_logreg__context_utterance__seed404,classical,tfidf_logreg,EN,TL,EN->TL,context_utterance,404,483,207,16775.0,0.6280193236714976,0.6299145299145299,0.6277072442120986,0.6263099899186458,0.6153846153846154,0.6923076923076923,0.6515837104072398,0.2836,,,,,,,,,
EN->TL__tfidf_svm__context_utterance__seed404,classical,tfidf_svm,EN,TL,EN->TL,context_utterance,404,483,207,16775.0,0.5990338164251208,0.5990196078431372,0.5990011202389842,0.5989963823083206,0.6,0.6057692307692307,0.6028708133971292,0.0734,,,,,,,,,
EN->TL__text_cnn__context_utterance__seed404,cnn_rnn,text_cnn,EN,TL,EN->TL,context_utterance,404,410,207,648130.0,0.5217391304347826,0.5240167633784655,0.5208644510828977,0.5050597753894457,0.5177304964539007,0.7019230769230769,0.5959183673469388,0.81,0.6985735735735736,,,,,,,,
EN->TL__bigru__context_utterance__seed404,cnn_rnn,bigru,EN,TL,EN->TL,context_utterance,404,410,207,624002.0,0.5362318840579711,0.5365990990990991,0.5364077669902912,0.5357009345794392,0.5416666666666666,0.5,0.52,0.71,0.648023143683703,,,,,,,,
EN->TL__single_head_attn__context_utterance__seed404,scratch_transformer,single_head_attn,EN,TL,EN->TL,context_utterance,404,410,207,599042.0,0.5410628019323671,0.5669262415515721,0.5425224047796863,0.49583386745289065,0.6097560975609756,0.2403846153846154,0.3448275862068966,0.73,0.6565029173724826,,,,,,,,
EN->TL__multi_head_attn__context_utterance__seed404,scratch_transformer,multi_head_attn,EN,TL,EN->TL,context_utterance,404,410,207,615554.0,0.4927536231884058,0.49246846168329883,0.49253174010455564,0.4915670542000983,0.49557522123893805,0.5384615384615384,0.5161290322580645,0.75,0.6711711711711712,4.0,,,,,,,
EN->TL__tr_enc_L2_sin__context_utterance__seed404,scratch_transformer,tr_enc_L2_sin,EN,TL,EN->TL,context_utterance,404,410,207,814466.0,0.5410628019323671,0.5477753058954393,0.540095220313667,0.5213581599123768,0.5310344827586206,0.7403846153846154,0.6184738955823293,1.86,0.642156862745098,4.0,2.0,sinusoidal,,,,,
EN->TL__distilbert_multi__context_utterance__seed404,transformer,distilbert_multi,EN,TL,EN->TL,context_utterance,404,483,207,135326210.0,0.5845410628019324,0.5970747562296859,0.5836445108289768,0.5692508710801394,0.5633802816901409,0.7692307692307693,0.6504065040650406,5.62,,,,,,,,,
EN->TL__mbert__context_utterance__seed404,transformer,mbert,EN,TL,EN->TL,context_utterance,404,483,207,177854978.0,0.6811594202898551,0.6882984901277585,0.6816187453323376,0.6784503859913387,0.7261904761904762,0.5865384615384616,0.648936170212766,9.87,,,,,,,,,
EN->TL__xlmr_base__context_utterance__seed404,transformer,xlmr_base,EN,TL,EN->TL,context_utterance,404,483,207,278045186.0,0.5024154589371981,0.25120772946859904,0.5,0.33440514469453375,0.5024154589371981,1.0,0.6688102893890675,10.42,,,,,,,,,
TL->TL__majority_floor__context_utterance__seed404,baseline,majority_floor,TL,TL,TL->TL,context_utterance,404,483,207,0.0,0.5024154589371981,0.25120772946859904,0.5,0.33440514469453375,0.5024154589371981,1.0,0.6688102893890675,,,,,,,,,,
TL->TL__tfidf_logreg__context_utterance__seed404,classical,tfidf_logreg,TL,TL,TL->TL,context_utterance,404,483,207,17341.0,0.5893719806763285,0.5905982905982906,0.5890589992531741,0.5874850538062973,0.5811965811965812,0.6538461538461539,0.6153846153846154,0.3754,,,,,,,,,
TL->TL__tfidf_svm__context_utterance__seed404,classical,tfidf_svm,TL,TL,TL->TL,context_utterance,404,483,207,17341.0,0.5893719806763285,0.5902173913043478,0.5891056758775206,0.5879873551106427,0.5826086956521739,0.6442307692307693,0.6118721461187214,0.0632,,,,,,,,,
TL->TL__text_cnn__context_utterance__seed404,cnn_rnn,text_cnn,TL,TL,TL->TL,context_utterance,404,410,207,660162.0,0.5893719806763285,0.5936515748031497,0.5888256161314414,0.5837768788588461,0.5748031496062992,0.7019230769230769,0.6320346320346321,0.89,0.6729008377167349,,,,,,,,
TL->TL__bigru__context_utterance__seed404,cnn_rnn,bigru,TL,TL,TL->TL,context_utterance,404,410,207,636034.0,0.5603864734299517,0.5615763546798029,0.5606796116504854,0.558904109589041,0.5714285714285714,0.5,0.5333333333333333,1.47,0.6163663663663663,,,,,,,,
TL->TL__single_head_attn__context_utterance__seed404,scratch_transformer,single_head_attn,TL,TL,TL->TL,context_utterance,404,410,207,611074.0,0.5507246376811594,0.5544604755131071,0.5500373412994772,0.5410856039476507,0.5413533834586466,0.6923076923076923,0.6075949367088608,1.04,0.6509848919487473,,,,,,,,
TL->TL__multi_head_attn__context_utterance__seed404,scratch_transformer,multi_head_attn,TL,TL,TL->TL,context_utterance,404,410,207,627586.0,0.5362318840579711,0.5369816779170684,0.5358009708737864,0.5322914705328563,0.5327868852459017,0.625,0.5752212389380531,0.61,0.6661585365853658,4.0,,,,,,,
TL->TL__tr_enc_L2_sin__context_utterance__seed404,scratch_transformer,tr_enc_L2_sin,TL,TL,TL->TL,context_utterance,404,410,207,826498.0,0.5217391304347826,0.5225195200914111,0.5220780433159073,0.5195414156096875,0.5280898876404494,0.4519230769230769,0.48704663212435234,1.66,0.6276213867372,4.0,2.0,sinusoidal,,,,,
TL->TL__distilbert_multi__context_utterance__seed404,transformer,distilbert_multi,TL,TL,TL->TL,context_utterance,404,483,207,135326210.0,0.6183574879227053,0.6195652173913044,0.618091859596714,0.6170706006322444,0.6086956521739131,0.6730769230769231,0.639269406392694,5.61,,,,,,,,,
TL->TL__mbert__context_utterance__seed404,transformer,mbert,TL,TL,TL->TL,context_utterance,404,483,207,177854978.0,0.6473429951690821,0.6562313655336911,0.6467513069454818,0.6416901809214426,0.6201550387596899,0.7692307692307693,0.6866952789699571,9.77,,,,,,,,,
TL->TL__xlmr_base__context_utterance__seed404,transformer,xlmr_base,TL,TL,TL->TL,context_utterance,404,483,207,278045186.0,0.5024154589371981,0.25120772946859904,0.5,0.33440514469453375,0.5024154589371981,1.0,0.6688102893890675,10.39,,,,,,,,,
TL->TL__tagalog_roberta__context_utterance__seed404,transformer,tagalog_roberta,TL,TL,TL->TL,context_utterance,404,483,207,109083650.0,0.6135265700483091,0.6135344666542126,0.6134708737864077,0.6134453781512605,0.6132075471698113,0.625,0.6190476190476191,9.62,,,,,,,,,
EN->EN__majority_floor__context_utterance__seed505,baseline,majority_floor,EN,EN,EN->EN,context_utterance,505,483,207,0.0,0.4975845410628019,0.24879227053140096,0.5,0.33225806451612905,0.0,0.0,0.0,,,,,,,,,,
EN->EN__tfidf_logreg__context_utterance__seed505,classical,tfidf_logreg,EN,EN,EN->EN,context_utterance,505,483,207,16475.0,0.6521739130434783,0.658246225319396,0.6526325616131441,0.6492186028996423,0.6904761904761905,0.5576923076923077,0.6170212765957447,0.2957,,,,,,,,,
EN->EN__tfidf_svm__context_utterance__seed505,classical,tfidf_svm,EN,EN,EN->EN,context_utterance,505,483,207,16475.0,0.6376811594202898,0.6400151572565366,0.6379761015683345,0.6364594309799789,0.6593406593406593,0.5769230769230769,0.6153846153846154,0.0744,,,,,,,,,
EN->EN__text_cnn__context_utterance__seed505,cnn_rnn,text_cnn,EN,EN,EN->EN,context_utterance,505,410,207,643778.0,0.5748792270531401,0.5795275590551181,0.5754294249439881,0.5695652173913044,0.6,0.46153846153846156,0.5217391304347826,0.8,0.7234848484848485,,,,,,,,
